SPAXX,458,Fidelity Government Money Market Fund ($1)
SPRXX,454,Fidelity Money Market Fund ($1)
FOXXX,542,Fidelity Money Market Fund Treasury Only Portfolio - Class II ($?)
FOIXX,543,Fidelity Money Market Fund Treasury Only Portfolio - Class III ($?)
FOPXX,2017,Fidelity Money Market Fund Treasury Only Portfolio - Class IV ($?)
