VMRXX,0066,Vanguard Cash Reserves Federal Money Market Fund Admiral Shares
VMFXX,0033,Vanguard Federal Money Market Fund
VUSXX,0011,Vanguard Treasury Money Market Fund
VCTXX,0062,Vanguard California Municipal Money Market Fund
VMSXX,0045,Vanguard Municipal Money Market Fund
VYFXX,0163,Vanguard New York Municipal Money Market Fund
